https://www.kaggle.com/mrdew25/pokemon-database,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Id,Pokedex Number,Pokemon Name,Legendary Type,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Male Ratio,Female Ratio,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Catch Rate,Experience Growth,Primary Egg Group,Secondary Egg Group
728,478,"""Froslass""",NULL,"""Ice""","""Ghost""","""Snow Cloak""","""Boosts evasiveness in a hailstorm.""",NULL,NULL,"""Cursed Body""","""May disable a move used on the Pokémon.""",0,100,"""Diamond / Pearl""","""Sinnoh""",70,80,70,80,70,110,480,75,"""Medium Fast""","""Fairy""","""Mineral"""
729,479,"""Rotom""",NULL,"""Electric""","""Ghost""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,0,0,"""Diamond / Pearl""","""Sinnoh""",50,50,77,95,77,91,440,45,"""Medium Fast""","""Amorphous""",NULL
730,480,"""Uxie""","""Sub-Legendary""","""Psychic""",NULL,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,0,0,"""Diamond / Pearl""","""Sinnoh""",75,75,130,75,130,95,580,3,"""Slow""","""Undiscovered""",NULL
731,481,"""Mesprit""","""Sub-Legendary""","""Psychic""",NULL,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,0,0,"""Diamond / Pearl""","""Sinnoh""",80,105,105,105,105,80,580,3,"""Slow""","""Undiscovered""",NULL
732,482,"""Azelf""","""Sub-Legendary""","""Psychic""",NULL,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,0,0,"""Diamond / Pearl""","""Sinnoh""",75,125,70,125,70,115,580,3,"""Slow""","""Undiscovered""",NULL
733,483,"""Dialga""","""Legendary""","""Steel""","""Dragon""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,"""Telepathy""","""Anticipates an ally's attack and dodges it.""",0,0,"""Diamond / Pearl""","""Sinnoh""",100,120,120,150,100,90,680,3,"""Slow""","""Undiscovered""",NULL
734,484,"""Palkia""","""Legendary""","""Water""","""Dragon""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,"""Telepathy""","""Anticipates an ally's attack and dodges it.""",0,0,"""Diamond / Pearl""","""Sinnoh""",90,120,100,150,120,100,680,3,"""Slow""","""Undiscovered""",NULL
735,485,"""Heatran""","""Sub-Legendary""","""Fire""","""Steel""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""",NULL,NULL,"""Flame Body""","""Contact with the Pokémon may burn the attacker.""",50,50,"""Diamond / Pearl""","""Sinnoh""",91,90,106,130,106,77,600,3,"""Slow""","""Undiscovered""",NULL
736,486,"""Regigigas""","""Sub-Legendary""","""Normal""",NULL,"""Slow Start""","""For five turns, the Pokémon's Attack and Speed stats are halved.""",NULL,NULL,NULL,NULL,0,0,"""Diamond / Pearl""","""Sinnoh""",110,160,110,80,110,100,670,3,"""Slow""","""Undiscovered""",NULL
737,487,"""Giratina""","""Legendary""","""Ghost""","""Dragon""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,"""Telepathy""","""Anticipates an ally's attack and dodges it.""",0,0,"""Diamond / Pearl""","""Sinnoh""",150,100,120,100,120,90,680,3,"""Slow""","""Undiscovered""",NULL
738,488,"""Cresselia""","""Sub-Legendary""","""Psychic""",NULL,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,0,0,"""Diamond / Pearl""","""Sinnoh""",120,70,120,75,130,85,600,3,"""Slow""","""Undiscovered""",NULL
739,491,"""Darkrai""","""Mythical""","""Dark""",NULL,"""Bad Dreams""","""Reduces the HP of sleeping opposing Pokémon.""",NULL,NULL,NULL,NULL,0,0,"""Diamond / Pearl""","""Sinnoh""",70,90,90,135,90,125,600,3,"""Slow""","""Undiscovered""",NULL
740,492,"""Shaymin""","""Mythical""","""Grass""",NULL,"""Natural Cure""","""All status conditions heal when the Pokémon switches out.""",NULL,NULL,NULL,NULL,0,0,"""Diamond / Pearl""","""Sinnoh""",100,100,100,100,100,100,600,45,"""Medium Slow""","""Undiscovered""",NULL
741,493,"""Arceus""","""Mythical""","""Normal""",NULL,"""Multitype""","""Changes the Pokémon's type to match the Plate or Z-Crystal it holds.""",NULL,NULL,NULL,NULL,0,0,"""Diamond / Pearl""","""Sinnoh""",120,120,120,120,120,120,720,3,"""Slow""","""Undiscovered""",NULL
742,494,"""Victini""","""Mythical""","""Psychic""","""Fire""","""Victory Star""","""Boosts the accuracy of its allies and itself.""",NULL,NULL,NULL,NULL,0,0,"""Black / White""","""Unova""",100,100,100,100,100,100,600,3,"""Slow""","""Undiscovered""",NULL
743,765,"""Oranguru""",NULL,"""Normal""","""Psychic""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Telepathy""","""Anticipates an ally's attack and dodges it.""","""Symbiosis""","""The Pokémon passes its item to an ally that has used up an item.""",50,50,"""Sun / Moon""","""Alola""",90,60,80,90,110,60,490,45,"""Slow""","""Field""",NULL
829,495,"""Snivy""",NULL,"""Grass""",NULL,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Contrary""","""Makes stat changes have an opposite effect.""",87.5,12.5,"""Black / White""","""Unova""",45,45,55,45,55,63,308,45,"""Medium Slow""","""Field""","""Grass"""
830,496,"""Servine""",NULL,"""Grass""",NULL,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Contrary""","""Makes stat changes have an opposite effect.""",87.5,12.5,"""Black / White""","""Unova""",60,60,75,60,75,83,413,45,"""Medium Slow""","""Field""","""Grass"""
831,497,"""Serperior""",NULL,"""Grass""",NULL,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Contrary""","""Makes stat changes have an opposite effect.""",87.5,12.5,"""Black / White""","""Unova""",75,75,95,75,95,113,528,45,"""Medium Slow""","""Field""","""Grass"""
832,498,"""Tepig""",NULL,"""Fire""",NULL,"""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low. """,NULL,NULL,"""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. """,87.5,12.5,"""Black / White""","""Unova""",65,63,45,45,45,45,308,45,"""Medium Slow""","""Field""",NULL
833,499,"""Pignite""",NULL,"""Fire""","""Fighting""","""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low. """,NULL,NULL,"""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. """,87.5,12.5,"""Black / White""","""Unova""",90,93,55,70,55,55,418,45,"""Medium Slow""","""Field""",NULL
834,500,"""Emboar""",NULL,"""Fire""","""Fighting""","""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low. """,NULL,NULL,"""Reckless""","""Powers up moves that have recoil damage.""",87.5,12.5,"""Black / White""","""Unova""",110,123,65,100,65,65,528,45,"""Medium Slow""","""Field""",NULL
835,501,"""Oshawott""",NULL,"""Water""",NULL,"""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low. """,NULL,NULL,"""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""",87.5,12.5,"""Black / White""","""Unova""",55,55,45,63,45,45,308,45,"""Medium Slow""","""Field""",NULL
836,502,"""Dewott""",NULL,"""Water""",NULL,"""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low. """,NULL,NULL,"""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""",87.5,12.5,"""Black / White""","""Unova""",75,75,60,83,60,60,413,45,"""Medium Slow""","""Field""",NULL
837,503,"""Samurott""",NULL,"""Water""",NULL,"""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low. """,NULL,NULL,"""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""",87.5,12.5,"""Black / White""","""Unova""",95,100,85,108,70,70,528,45,"""Medium Slow""","""Field""",NULL
838,504,"""Patrat""",NULL,"""Normal""",NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Analytic""","""Boosts move power when the Pokémon moves last.""",50,50,"""Black / White""","""Unova""",45,55,39,35,39,42,255,255,"""Medium Fast""","""Field""",NULL
839,505,"""Watchog""",NULL,"""Normal""",NULL,"""Illuminate""","""Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Analytic""","""Boosts move power when the Pokémon moves last.""",50,50,"""Black / White""","""Unova""",60,85,69,60,69,77,420,255,"""Medium Fast""","""Field""",NULL
840,506,"""Lillipup""",NULL,"""Normal""",NULL,"""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""","""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Run Away""","""Enables a sure getaway from wild Pokémon.""",50,50,"""Black / White""","""Unova""",45,60,45,25,45,55,275,255,"""Medium Slow""","""Field""",NULL
841,507,"""Herdier""",NULL,"""Normal""",NULL,"""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Sand Rush""","""Boosts the Pokémon's Speed stat in a sandstorm.""","""Scrappy""","""The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.""",50,50,"""Black / White""","""Unova""",65,80,65,35,65,60,370,120,"""Medium Slow""","""Field""",NULL
842,508,"""Stoutland""",NULL,"""Normal""",NULL,"""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Sand Rush""","""Boosts the Pokémon's Speed stat in a sandstorm.""","""Scrappy""","""The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.""",50,50,"""Black / White""","""Unova""",85,110,90,45,90,80,500,45,"""Medium Slow""","""Field""",NULL
843,509,"""Purrloin""",NULL,"""Dark""",NULL,"""Limber""","""Its limber body protects the Pokémon from paralysis.""","""Unburden""","""Boosts the Speed stat if the Pokémon's held item is used or lost.""","""Prankster""","""Gives priority to a status move.""",50,50,"""Black / White""","""Unova""",41,50,37,50,37,66,281,255,"""Medium Fast""","""Field""",NULL
844,510,"""Liepard""",NULL,"""Dark""",NULL,"""Limber""","""Its limber body protects the Pokémon from paralysis.""","""Unburden""","""Boosts the Speed stat if the Pokémon's held item is used or lost.""","""Prankster""","""Gives priority to a status move.""",50,50,"""Black / White""","""Unova""",64,88,50,88,50,106,446,90,"""Medium Fast""","""Field""",NULL
845,511,"""Pansage""",NULL,"""Grass""",NULL,"""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",NULL,NULL,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",87.5,12.5,"""Black / White""","""Unova""",50,53,48,53,48,64,316,190,"""Medium Fast""","""Field""",NULL
846,512,"""Simisage""",NULL,"""Grass""",NULL,"""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",NULL,NULL,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",87.5,12.5,"""Black / White""","""Unova""",75,98,63,98,63,101,498,75,"""Medium Fast""","""Field""",NULL
847,513,"""Pansear""",NULL,"""Fire""",NULL,"""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",NULL,NULL,"""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low. """,87.5,12.5,"""Black / White""","""Unova""",50,53,48,53,48,64,316,190,"""Medium Fast""","""Field""",NULL
848,514,"""Simisear""",NULL,"""Fire""",NULL,"""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",NULL,NULL,"""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low. """,87.5,12.5,"""Black / White""","""Unova""",75,98,63,98,63,101,498,75,"""Medium Fast""","""Field""",NULL
849,515,"""Panpour""",NULL,"""Water""",NULL,"""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",NULL,NULL,"""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low. """,87.5,12.5,"""Black / White""","""Unova""",50,53,48,53,48,64,316,190,"""Medium Fast""","""Field""",NULL
850,516,"""Simipour""",NULL,"""Water""",NULL,"""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",NULL,NULL,"""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low. """,87.5,12.5,"""Black / White""","""Unova""",75,98,63,98,63,101,498,75,"""Medium Fast""","""Field""",NULL
851,517,"""Munna""",NULL,"""Psychic""",NULL,"""Forewarn""","""When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.""","""Synchronize""","""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""","""Telepathy""","""Anticipates an ally's attack and dodges it.""",50,50,"""Black / White""","""Unova""",76,25,45,67,55,24,292,190,"""Fast""","""Field""",NULL
852,518,"""Musharna""",NULL,"""Psychic""",NULL,"""Forewarn""","""When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.""","""Synchronize""","""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""","""Telepathy""","""Anticipates an ally's attack and dodges it.""",50,50,"""Black / White""","""Unova""",116,55,85,107,95,29,487,75,"""Fast""","""Field""",NULL
853,519,"""Pidove""",NULL,"""Normal""","""Flying""","""Big Pecks""","""Protects the Pokémon from Defense-lowering effects.""","""Super Luck""","""The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.""","""Rivalry""","""Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.""",50,50,"""Black / White""","""Unova""",50,55,50,36,30,43,264,255,"""Medium Slow""","""Flying""",NULL
854,520,"""Tranquill""",NULL,"""Normal""","""Flying""","""Big Pecks""","""Protects the Pokémon from Defense-lowering effects.""","""Super Luck""","""The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.""","""Rivalry""","""Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.""",50,50,"""Black / White""","""Unova""",62,77,62,50,42,65,358,120,"""Medium Slow""","""Flying""",NULL
855,521,"""Unfezant""",NULL,"""Normal""","""Flying""","""Big Pecks""","""Protects the Pokémon from Defense-lowering effects.""","""Super Luck""","""The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.""","""Rivalry""","""Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.""",50,50,"""Black / White""","""Unova""",80,115,80,65,55,93,488,45,"""Medium Slow""","""Flying""",NULL
856,522,"""Blitzle""",NULL,"""Electric""",NULL,"""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""","""Motor Drive""","""Boosts its Speed stat if hit by an Electric-type move instead of taking damage.""","""Sap Sipper""","""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""",50,50,"""Black / White""","""Unova""",45,60,32,50,32,76,295,190,"""Medium Fast""","""Field""",NULL
857,523,"""Zebstrika""",NULL,"""Electric""",NULL,"""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""","""Motor Drive""","""Boosts its Speed stat if hit by an Electric-type move instead of taking damage.""","""Sap Sipper""","""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""",50,50,"""Black / White""","""Unova""",75,100,63,80,63,116,497,75,"""Medium Fast""","""Field""",NULL
858,524,"""Roggenrola""",NULL,"""Rock""",NULL,"""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""","""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""",50,50,"""Black / White""","""Unova""",55,75,85,25,25,15,280,255,"""Medium Slow""","""Mineral""",NULL
859,525,"""Boldore""",NULL,"""Rock""",NULL,"""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""","""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""",50,50,"""Black / White""","""Unova""",70,105,105,50,40,20,390,120,"""Medium Slow""","""Mineral""",NULL
860,526,"""Gigalith""",NULL,"""Rock""",NULL,"""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Sand Stream""","""The Pokémon summons a sandstorm when it enters a battle.""","""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""",50,50,"""Black / White""","""Unova""",85,135,130,60,80,25,515,45,"""Medium Slow""","""Mineral""",NULL
861,527,"""Woobat""",NULL,"""Psychic""","""Flying""","""Unaware""","""When attacking, the Pokémon ignores the target Pokémon's stat changes.""","""Klutz""","""The Pokémon can't use any held items.""","""Simple""","""The stat changes the Pokémon receives are doubled.""",50,50,"""Black / White""","""Unova""",65,45,43,55,43,72,323,190,"""Medium Fast""","""Field""","""Flying"""
862,528,"""Swoobat""",NULL,"""Psychic""","""Flying""","""Unaware""","""When attacking, the Pokémon ignores the target Pokémon's stat changes.""","""Klutz""","""The Pokémon can't use any held items.""","""Simple""","""The stat changes the Pokémon receives are doubled.""",50,50,"""Black / White""","""Unova""",67,57,55,77,55,114,425,45,"""Medium Fast""","""Field""","""Flying"""
863,529,"""Drilbur""",NULL,"""Ground""",NULL,"""Sand Rush""","""Boosts the Pokémon's Speed stat in a sandstorm.""","""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",50,50,"""Black / White""","""Unova""",60,85,40,30,45,68,328,120,"""Medium Fast""","""Field""",NULL
864,530,"""Excadrill""",NULL,"""Ground""","""Steel""","""Sand Rush""","""Boosts the Pokémon's Speed stat in a sandstorm.""","""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",50,50,"""Black / White""","""Unova""",110,135,60,50,65,88,508,60,"""Medium Fast""","""Field""",NULL
865,531,"""Audino""",NULL,"""Normal""",NULL,"""Healer""","""Sometimes heals an ally's status condition.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""","""Klutz""","""The Pokémon can't use any held items.""",50,50,"""Black / White""","""Unova""",103,60,86,60,86,50,445,255,"""Fast""","""Fairy""",NULL
866,532,"""Timburr""",NULL,"""Fighting""",NULL,"""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""","""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""","""Iron Fist""","""Powers up punching moves.""",75,25,"""Black / White""","""Unova""",75,80,55,25,35,35,305,180,"""Medium Slow""","""Human-Like""",NULL
867,533,"""Gurdurr""",NULL,"""Fighting""",NULL,"""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""","""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""","""Iron Fist""","""Powers up punching moves.""",75,25,"""Black / White""","""Unova""",85,105,85,40,50,40,405,90,"""Medium Slow""","""Human-Like""",NULL
868,534,"""Conkeldurr""",NULL,"""Fighting""",NULL,"""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""","""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""","""Iron Fist""","""Powers up punching moves.""",75,25,"""Black / White""","""Unova""",105,140,95,55,65,45,505,45,"""Medium Slow""","""Human-Like""",NULL
869,535,"""Tympole""",NULL,"""Water""",NULL,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Hydration""","""Heals status conditions if it's raining.""","""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""",50,50,"""Black / White""","""Unova""",50,50,40,50,40,64,294,255,"""Medium Slow""","""Water 1""",NULL
870,536,"""Palpitoad""",NULL,"""Water""","""Ground""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Hydration""","""Heals status conditions if it's raining.""","""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""",50,50,"""Black / White""","""Unova""",75,65,55,65,55,69,384,120,"""Medium Slow""","""Water 1""",NULL
871,537,"""Seismitoad""",NULL,"""Water""","""Ground""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Poison Touch""","""May poison a target when the Pokémon makes contact.""","""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""",50,50,"""Black / White""","""Unova""",105,95,75,85,75,74,509,45,"""Medium Slow""","""Water 1""",NULL
872,538,"""Throh""",NULL,"""Fighting""",NULL,"""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",100,0,"""Black / White""","""Unova""",120,100,85,30,85,45,465,45,"""Medium Fast""","""Human-Like""",NULL
873,539,"""Sawk""",NULL,"""Fighting""",NULL,"""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",100,0,"""Black / White""","""Unova""",75,125,75,30,75,85,465,45,"""Medium Fast""","""Human-Like""",NULL
874,540,"""Sewaddle""",NULL,"""Bug""","""Grass""","""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. ""","""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",50,50,"""Black / White""","""Unova""",45,53,70,40,60,42,310,255,"""Medium Slow""","""Bug""",NULL
875,541,"""Swadloon""",NULL,"""Bug""","""Grass""","""Leaf Guard""","""Prevents status conditions in harsh sunlight.""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. ""","""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",50,50,"""Black / White""","""Unova""",55,63,90,50,80,42,380,120,"""Medium Slow""","""Bug""",NULL
876,542,"""Leavanny""",NULL,"""Bug""","""Grass""","""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. ""","""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",50,50,"""Black / White""","""Unova""",75,103,80,70,80,92,500,45,"""Medium Slow""","""Bug""",NULL
877,543,"""Venipede""",NULL,"""Bug""","""Poison""","""Poison Point""","""Contact with the Pokémon may poison the attacker.""","""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""","""Speed Boost""","""Its Speed stat is boosted every turn.""",50,50,"""Black / White""","""Unova""",30,45,59,30,39,57,260,255,"""Medium Slow""","""Bug""",NULL
878,544,"""Whirlipede""",NULL,"""Bug""","""Poison""","""Poison Point""","""Contact with the Pokémon may poison the attacker.""","""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""","""Speed Boost""","""Its Speed stat is boosted every turn.""",50,50,"""Black / White""","""Unova""",40,55,99,40,79,47,360,120,"""Medium Slow""","""Bug""",NULL
879,545,"""Scolipede""",NULL,"""Bug""","""Poison""","""Poison Point""","""Contact with the Pokémon may poison the attacker.""","""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""","""Speed Boost""","""Its Speed stat is boosted every turn.""",50,50,"""Black / White""","""Unova""",60,100,89,55,69,112,485,45,"""Medium Slow""","""Bug""",NULL
880,546,"""Cottonee""",NULL,"""Grass""","""Fairy""","""Prankster""","""Gives priority to a status move.""","""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. """,50,50,"""Black / White""","""Unova""",40,27,60,37,50,66,280,190,"""Medium Fast""","""Grass""","""Fairy"""
881,547,"""Whimsicott""",NULL,"""Grass""","""Fairy""","""Prankster""","""Gives priority to a status move.""","""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. """,50,50,"""Black / White""","""Unova""",60,67,85,77,75,116,480,75,"""Medium Fast""","""Grass""","""Fairy"""
882,548,"""Petilil""",NULL,"""Grass""",NULL,"""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. ""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Leaf Guard""","""Prevents status conditions in harsh sunlight.""",0,100,"""Black / White""","""Unova""",45,35,50,70,50,30,280,190,"""Medium Fast""","""Grass""",NULL
883,549,"""Lilligant""",NULL,"""Grass""",NULL,"""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. ""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Leaf Guard""","""Prevents status conditions in harsh sunlight.""",0,100,"""Black / White""","""Unova""",70,60,75,110,75,90,480,75,"""Medium Fast""","""Grass""",NULL
884,55,"""Golduck""",NULL,"""Water""",NULL,"""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""","""Cloud Nine""","""Eliminates the effects of weather.""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",50,50,"""Red / Blue / Yellow""","""Kanto""",80,82,78,80,0,85,405,75,"""Medium Fast""","""Water 1""","""Field"""
885,550,"""Basculin""",NULL,"""Water""",NULL,"""Reckless""","""Powers up moves that have recoil damage.""","""Adaptability""","""Powers up moves of the same type as the Pokémon.""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",50,50,"""Black / White""","""Unova""",70,92,65,80,55,98,460,25,"""Medium Fast""","""Water 2""",NULL
886,551,"""Sandile""",NULL,"""Ground""","""Dark""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Moxie""","""The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.""","""Anger Point""","""The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.""",50,50,"""Black / White""","""Unova""",50,72,35,35,35,65,292,180,"""Medium Slow""","""Field""",NULL
887,552,"""Krokorok""",NULL,"""Ground""","""Dark""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Moxie""","""The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.""","""Anger Point""","""The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.""",50,50,"""Black / White""","""Unova""",60,82,45,45,45,74,351,90,"""Medium Slow""","""Field""",NULL
888,553,"""Krookodile""",NULL,"""Ground""","""Dark""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Moxie""","""The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.""","""Anger Point""","""The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.""",50,50,"""Black / White""","""Unova""",95,117,80,65,70,92,519,45,"""Medium Slow""","""Field""",NULL
